FOODID	FOODNAME
33309	PANGASIUS, HAIMONNI, FILEE, UUNISSA
33310	PANGASIUS, HAIMONNI, FILEE, PAISTETTU
33311	HOKI, HOKIKALA, PAISTETTU
33312	TILAPIA, PAISTETTU
33313	PANANG CURRYBROILERI JASMIINIRIISILLÄ, KITCHEN JOY THAI-CUBE, VALMISATERIA
33315	HAPANIMELÄBROILERI JASMIINIRIISILLÄ, KITCHEN JOY THAI-CUBE, VALMISATERIA
33316	PANGASIUS, LEIVITETTY, PAISTETTU
33317	URHEILUJUOMATIIVISTE, HIILIHYDRAATTIJUOMA, DEXAL LIGHT
33318	KALA-RIISILAATIKKO, VAALEA TUONTIKALA, RUOKAKERMA
33319	TUONTIKALA, VAALEA, PANGASIUS/TILAPIA/HOKI, KESKIARVO
33320	TUONTIKALA, VAALEA, PANGASIUS/TILAPIA/HOKI, KESKIARVO, KEITETTY, EI SUOLAA
33321	KALA-KASVISKEITTO, VAALEA TUONTIKALA, VESI
33323	URHEILUJUOMATIIVISTE, HIILIHYDRAATTIJUOMA, DEXAL HEAVY
33324	TIKKA MASALA BROILERIA JASMIINIRIISILLÄ, KITCHEN JOY THAI-CUBE, VALMISATERIA
33329	PUNAISTA KASVISCURRYA JASMIINIRIISILLÄ, KITCHEN JOY THAI-CUBE, VALMISATERIA
33332	KALA-JUURESPATA, VAALEA TUONTIKALA
33333	TERIYAKI-KANAA RIISILLÄ CHILIKASTIKKEESSA, KITCHEN JOY THAI-CUBE, VALMISATERIA
33334	URHEILUJUOMA, PROTEIINIJUOMA, PRO FX ZERO CARB
33337	TUONTIKALA, VAALEA, PANGASIUS/TILAPIA/HOKI, KESKIARVO, UUNISSA, EI SUOLAA
33338	URHEILUJUOMA, HIILIHYDRAATTIJUOMA, LEADER CARBO ENERGY
33339	BROILERIFILEE, HUNAJAMARINADI, RAAKA
33342	RAHKA, MAUSTETTU, RASVAA 4,5 %, VALIO RAHKAVAAHTO, LAKTOOSITON
33343	URHEILUJUOMA, PROTEIINIJUOMA, LEADER PROTEIN 40
33344	(ARC)RAHKA, MAUSTETTU, RASVAA 2,9 %, VÄLIPALARAHKA, VALIO, VL
33345	PULLA, LASKIAISPULLA, HILLO JA MANTELIMASSA
33346	PULLA, KESKIRASVAINEN, KEVYTMAITO
33353	MAKKARAPERUNAT, KAIKILLA MAUSTEILLA, GRILLIRUOKA
33355	MAKKARAPERUNAT, ILMAN MAUSTEITA, GRILLIRUOKA
33356	(ARC)JOGURTTI, MAUSTETTU, ACTIVIA, RASVAA 3 %, VL, PROBIOOTTEJA
33357	KAHVI, MURUKAHVI, PIKAKAHVI, VALMISTAMATON
33360	URHEILUJUOMA, PROTEIINI-HIILIHYDRAATTIJUOMA, PRO FX RECOVERY
33363	BROILERIFILEE, MARINOITU, PAISTETTU ÖLJYSSÄ
33364	BROILERIFILEE, MARINOITU, UUNISSA
33365	BROILERIFILEESUIKALE, MARINOITU, PAISTETTU
33367	URHEILUJUOMA, PROTEIINI-HIILIHYDRAATTIJUOMA, LEADER RECOVERY
33368	KEBAB RANSKALAISILLA, GRILLIRUOKA
33370	KEBABLIHA, LIHAPITOISUUS 75 %
33371	KEBAB RIISILLÄ, GRILLIRUOKA
33372	URHEILUJUOMA, PROTEIINI-HIILIHYDRAATTIJUOMA, TUOTEKESKIARVO
33374	KEBAB ISKENDER, GRILLIRUOKA
33375	URHEILUJUOMA, HIILIHYDRAATTIJUOMA, TUOTEKESKIARVO
33376	URHEILUJUOMA, PROTEIINIJUOMA, TUOTEKESKIARVO
33377	NAKKISÄMPYLÄ, HOT DOG, KAIKILLA MAUSTEILLA, GRILLIRUOKA
33378	NAKKISÄMPYLÄ, HOT DOG, ILMAN MAUSTEITA, GRILLIRUOKA
33380	PORILAINEN, KAIKILLA MAUSTEILLA, GRILLIRUOKA
33382	LOHI, LÄMMINSAVUSTETTU
33383	LIHAPIIRAKKA, NAKKILIHAPIIRAKKA KAIKILLA MAUSTEILLA, GRILLIRUOKA
33384	PORILAINEN, ILMAN MAUSTEITA, GRILLIRUOKA
33385	LIHAPIIRAKKA, NAKKILIHAPIIRAKKA ILMAN MAUSTEITA, GRILLIRUOKA
33386	MISOKEITTO, MISO SHIRU, SISÄLTÄÄ TOFUA
33387	SUSHI, LOHI, ILMAN LEVÄÄ, NIGIRI
33389	SUSHI, RAVUN PYRSTÖ, ILMAN LEVÄÄ, NIGIRI
33390	MUNAKAS, TAMAGO, JAPANILAINEN MUNAKAS
33391	SUSHI, MUNAKAS, TAMAGO, NIGIRI
33392	SUSHI, LEVÄRULLA, TONNIKALA, MAKI
33394	SUSHI, LEVÄRULLA, KURKKU, MAKI
33395	PERUNASOSEJAUHE, VALMISTAMATON, RAINBOW
33396	PERUNASOSEJAUHE, VALMISTAMATON, PIRKKA/FELIX
33397	PERUNASOSEJAUHE, VALMISTAMATON, ELDORADO
33398	PERUNASOSE, VESI, PERUNASOSEJAUHEESTA, ELDORADO
33399	PERUNASOSE, VESI, PERUNASOSEJAUHEESTA, RAINBOW
33400	PERUNASOSE, VESI, PERUNASOSEJAUHEESTA, PIRKKA/FELIX
33402	MANNAPUURO, VISPIPUURO, PUOLUKKA, PIRKKA/SAARIOINEN
33403	ATERIANKORVIKE, PROTEIINIPATUKKA, 54 % PROTEIINIA, MAXIM
33404	RAHKA, MAUSTETTU, DANIO, RASVAA 3 %
33405	RAHKA, MAUSTETTU, DANIO STRACCIATELLA, RASVAA 4,4 %
33406	PERUNALAATIKKO, JAUHELIHA-PEKONIKIUSAUS, HK, VALMISATERIA
33408	SIIKA, LÄMMINSAVUSTETTU
33409	KIRJOLOHIFILEE, KYLMÄSAVUSTETTU
33410	JOGURTTI, MAUSTETTU, RASVAA 2 %
33414	KIRJOLOHIFILEE, LÄMMINSAVUSTETTU
33415	KALA, LÄMMINSAVUSTETTU, KESKIARVO
33419	KIRJOLOHIFILEE
33420	LOHIFILEE, KYLMÄSAVUSTETTU
33421	SEKALEIPÄ, VÄHÄHIILIHYDRAATTINEN, TEOLLINEN, TUOTEKESKIARVO
33424	MAKRILLI, SAVUSTETTU
33428	KAHVI, KAHVIJUOMA, MURUKAHVI, PIKAKAHVI, KEITETTY
33432	MAKEINEN, VOHVELIA JA SUKLAATA, SUFFELI, FAZER
33433	BASILIKA, KUIVATTU
33434	VANUKAS, MANNAVANUKAS
33436	RUUSUNMARJA, KUIVATTU, RUUSUNMARJAJAUHE
33438	KAHVI, CAFFE LATTE, MAKEUTTAMATON, RASVATON MAITO
33439	KAHVI, CAFFE LATTE, MAKEUTTAMATON, KEVYTMAITO
33440	MAITO, KEVYTMAITO, KEITETTY
33441	KAHVI, CAPPUCCINO, MAKEUTTAMATON, KEVYTMAITO
33442	KAHVI, CAFFE LATTE, MAKEUTTAMATON, SOIJAJUOMA
33447	MAKEINEN, VAAHTOKARKKI, VAAHTOKARAMELLI
33448	KAURAPUURO, KEVYTMAITO, SUOLATON
33449	JUUSTO, TUOTEKESKIARVO
33452	(ARC) SOIJAVÄLIPALA, HAPATETTU, MAUSTAMATON, RASVAA 2,3 %
33454	MAITOKASTIKE, JUUSTOKASTIKE, KEVYTMAITO, RASVA-JAUHOSUURUS, RUOANVALMISTUSRASVA
33455	RUSKEA KASTIKE, VESI-JAUHOSUURUS, EI RASVAA
33456	PINAATTI
33457	PIZZA, KINKKUPIZZA
33458	PORO-RIESKARULLA
33459	HERNEKEITTO, NAUDANPAISTIJAUHELIHA
33460	TÄYTETTY LEIPÄ, PATONKI, KINKKU, SUBWAY
33461	KAALIKEITTO, PORKKANAA, KESKIRASVAINEN NAUTA
33462	TÄYTETTY LEIPÄ, PATONKI, TONNIKALA, SUBWAY
33464	KAALIPATA, SOIJAROUHE
33465	JUUSTO, HALLOUMIJUUSTO, VUOHENMAITO, RASVAA 22 %
33466	MAITO, KESKIARVO, D-VITAMIINIA 1 UG
33469	SMOOTHIE, MARJA/HEDELMÄ-JOGURTTIJUOMA, JOGURTTI JA MAITO
33471	PULLA, KESKIRASVAINEN, LUONTAISESTI GLUTEENITON, KOTITEKOINEN, KEVYTMAITO
33472	SMOOTHIE, MARJA/HEDELMÄJUOMA
33473	PULLA, KESKIRASVAINEN, GLUTEENITON, KOTITEKOINEN, KEVYTMAITO, VEHNÄTÄRKKELYS
33474	PULLA, KESKIRASVAINEN, GLUTEENITON, KOTITEKOINEN, VESI, VEHNÄTÄRKKELYS
33477	WOKATUT KASVIKSET, SIPULI, PAPRIKA, KESÄKURPITSA, PORKKANA, TOMAATTI, TUOREET
33478	TURSKA, UUNISSA
33479	POROKEITTO
33482	TAPAS, MARINOIDUT HERKKUSIENET, OLIIVIÖLJY
33484	JALAPENO, SÄILYKE, ETIKKALIEMI
33485	TAPAS, TUOREJUUSTOTÄYTTEINEN JALAPENO, OLIIVIÖLJY
33486	(ARC) MARGARIINI 60%, KEIJU DELI VOIMAKAS, D-VIT 20 UG
33487	KASVIRASVALEVITE 70 %, KEIJU LAKTOOSITON, CATERING, D-VIT 20 UG
33488	MARGARIINI 40 %, KEIJU KEVYT LAKTOOSITON, CATERING, D-VIT 20 UG
33489	MARGARIINI 60 %, KEIJU NORMAALISUOLAINEN, CATERING, D-VIT 20 UG
33491	SAVUPOROKEITTO
33492	LIHAPATA, LAPINPAISTI, PORO, SIKA, JUUREKSET
33493	JAUHELIHAKASTIKE, TOMAATTINEN, PORO, SUURUSTAMATON, RANSKANKERMAA
33494	PAPRIKA, PUNAINEN, SÄILYKE
33495	PORO-JUUSTOPIIRAKKA, MUROPOHJA
33496	KASVIRASVALEVITE 70 %, BECEL GOLD, D-VIT 20 UG
33498	BROILERINLEIKE, LEIVITETTY, JUUSTOTÄYTE, PAISTETTU
33499	SOIJAROUHE, VAALEA TAI TUMMA
33501	TOFU, PEHMEÄ, SOIJAVALMISTE
33502	NAKKI, SOIJANAKKI
33519	MAKEUTUSAINE, STEVIA, CANDEREL GREEN -JAUHE
33520	MAKEUTUSAINE, STEVIA, CANDEREL GREEN -PURISTE
33521	MAKEUTUSAINE, STEVIA, CANDEREL GREEN -STICK
33525	RASVAJAUHE, ELINTARVIKETEOLLISUUDEN RAAKA-AINE
33531	(ARC)PULLA, MUSTIKKA-VADELMAPITKO, PULLAVA, OULULAINEN, FAZER
33534	NAKKI, KEVYT KALKKUNANAKKI, KEITETTY
33535	RIISIPUURO, UUNISSA, MAITO, PUURORIISI, SUOLAA
33536	POROKEITTO, PERUNA, PORKKANA
33537	HIRVENLIHAKEITTO, PERUNA, PORKKANA
33540	BROILERINUGGETTI, KANANPOJAN PANEROIDUT NUGGETIT, HK/KARINIEMI
33542	SUKLAA, TUMMA, 80 %
33549	KANANMUNAJAUHE, ELINTARVIKETEOLLISUUDEN RAAKA-AINE
33550	VALKUAISJAUHE, ELINTARVIKETEOLLISUUDEN RAAKA-AINE
33551	KELTUAISJAUHE, ELINTARVIKETEOLLISUUDEN RAAKA-AINE
33553	MAUSTEKASTIKE, HAPANIMELÄ, DIPPIKASTIKE
33554	JUUSTO, POLAR TÄYTELÄINEN, 28 % RASVAA, VALIO
33555	JUUSTO, POLAR 5 % RASVAA, VALIO
33556	JUUSTO, POLAR 15 % RASVAA, VALIO
33558	KEKSI, SUOLAKEKSI, PIRKKA/RAINBOW
33559	MANSIKKAHILLO, TEOLLINEN, SOKERIA 46 %
33561	PORSAANNUGGETTI, RYPSIPORSASNUGGETTI, HK
33562	KASVISPYÖRYKKÄ, HÄLSANS KÖK, SISÄLTÄÄ GLUTEENIA
33564	LOHIFILEE, UUNISSA
33565	PAKASTEKASVISSEKOITUS, PORKKANA-PAPU-PARSAKAALI-KUKKAKAALI
33566	SALAATTI, PUNAJUURISALAATTI, FELIX PUNAJUURI TUORESALAATTI
33568	PÄHKINÄ-HEDELMÄ-SEKOITUS
33569	PÄHKINÄSEKOITUS, SUOLATON
33579	PÄHKINÄSEKOITUS, SUOLATTU
33583	LATVA-ARTISOKKA, KEITETTY
33584	PIIMÄ, AB-PIIMÄ, RASVAA 2 %, PROBIOOTTEJA
33585	MAISSIPUURO, POLENTA, MAITO, SUOLAA
33586	JÄÄTELÖ, SNICKERS
33587	KALA, PAINOTETTU KESKIARVO
33588	MUNAKAS, KASVISMUNAKAS
33589	KALA, PAINOTETTU KESKIARVO, KEITETTY, SUOLATON
33590	KALA, PAINOTETTU KESKIARVO, PAISTETTU
33592	TÄYTETTY LEIPÄ, PANINI, KANA, MR PANINI
33594	VÄLIPALAJUOMA, MEHUKATTI HEDELMÄVÄLIPALA, KESKIARVO
33596	KAURAJUOMA, MAUSTAMATON, TUOTEKESKIARVO
33597	SOIJAJUOMA, MAUSTAMATON, TUOTEKESKIARVO
33598	KEKSI, TEOLLINEN, TUOTEKESKIARVO
33599	PINAATTIKEITTO, TEOLLINEN, TUOTEKESKIARVO
33600	RIISIJUOMA, MAUSTAMATON, TUOTEKESKIARVO
33601	PERUNASOSEJAUHE, VALMISTAMATON, TUOTEKESKIARVO
33602	PERUNASOSE, VESI, PERUNASOSEJAUHEESTA, TUOTEKESKIARVO
33603	SALAATTI, ITALIANSALAATTI, MAJONEESIKASTIKE, TEOLLINEN, TUOTEKESKIARVO
33604	SALAATTI, PERUNASALAATTI, MAJONEESIKASTIKE, TEOLLINEN, TUOTEKESKIARVO
33605	KARJALANPIIRAKKA, TEOLLINEN, TUOTEKESKIARVO
33606	TÄYTETTY LEIPÄ, PANINI, KINKKU-SALAMI, MR PANINI
33608	TÄYTETTY LEIPÄ, PANINI, MOZZARELLA, MR PANINI
33609	JAUHELIHAPIHVI, TEOLLINEN, TUOTEKESKIARVO
33612	LIHAPULLA, TEOLLINEN, TUOTEKESKIARVO
33613	KEKSI, DIGESTIVE VÄLIPALAKEKSI/KAURA/SUKLAADIGESTIVE, TEOLLINEN, TUOTEKESKIARVO
33615	BROILERIPYÖRYKKÄ, TEOLLINEN, TUOTEKESKIARVO
33616	MURO, SUKLAAMURO, TEOLLINEN, TUOTEKESKIARVO
33617	LASAGNE, TEOLLINEN, VALMISATERIA, TUOTEKESKIARVO
33619	MAKSALAATIKKO, TEOLLINEN, TUOTEKESKIARVO
33622	MAKARONILAATIKKO, LIHA-MAKARONILAATIKKO, TEOLLINEN, TUOTEKESKIARVO
33624	PERUNALAATIKKO, LIHA-PERUNASOSELAATIKKO, TEOLLINEN, TUOTEKESKIARVO
33626	VANUKAS, MAITOVANUKAS, TEOLLINEN, TUOTEKESKIARVO
33629	RAHKA, JÄLKIRUOKA/VÄLIPALA, TEOLLINEN, TUOTEKESKIARVO
33630	MYSLI, MUROMYSLI, TUOTEKESKIARVO
33631	JAUHO, JAUHOSEOS, GLUTEENITON, TUOTEKESKIARVO
33632	PASTA, GLUTEENITON, TUOTEKESKIARVO
33637	KEKSI, GLUTEENITON, TUOTEKESKIARVO
33638	KASTIKEJAUHE, KASTIKEAINEKSET, TEOLLINEN, TUOTEKESKIARVO
33640	KASTIKE, KASTIKEJAUHEESTA, VETEEN, TUOTEKESKIARVO
33659	MURO, MAISSISTA, TEOLLINEN, TUOTEKESKIARVO
33660	SEKALEIPÄ, AAMIAISLEIPÄ, MONIVILJA, VIIPALOITU, PERHELEIPURIT
33661	(ARC)RUISLEIPÄ, AAMIAISLEIPÄ, RUISLEIPÄ, VIIPALOITU, PERHELEIPURIT
33663	SEKALEIPÄ, JÄLKIUUNIKAURALEIPÄ, VAASAN
33664	SEKALEIPÄ, ARKIVIIPALEET, VIIPALOITU, VAASAN
33665	RUISLEIPÄ, JYVÄLIMPPU, VIIPALOITU TÄYSJYVÄRUISLEIPÄ, VAASAN
33666	SEKALEIPÄ, MINIHIILARI, HALKAISTU AURINGONKUKKA-PELLAVASÄMPYLÄ, VAASAN
33668	KARJALANPIIRAKKA, ISOÄIDIN RUKIINEN PIKKUPIIRAKKA, VAASAN
33669	KARJALANPIIRAKKA, ISOÄIDIN RUKIINEN KARJALANPIIRAKKA, VAASAN
33670	SEKALEIPÄ, MINIHIILARI, VIIPALOITU PELLAVA-AURINGONKUKANSIEMENLEIPÄ, VAASAN
33671	PROFEEL PROTEIINIJUOMA, VALIO, D-VITAMIINIA 1 UG
33673	(ARC)SEKALEIPÄ, OULULAINEN VAALEA REISSUMIES, 100 % TÄYSJYVÄ, FAZER
33674	SEKALEIPÄ, OULULAINEN PIKKURIESKA, PERUNARIESKA, FAZER
33675	PIIMÄ, KEVYTPIIMÄ, 1% RASVAA, VL, D-VIT 1UG
33677	SEKALEIPÄ, ALKU JYVÄPALA, FAZER
33678	PIIMÄ, AB-PIIMÄ, RASVAA 2 %, D-VIT 1 UG, PROBIOOTTEJA
33679	PIIMÄ, AB-PIIMÄ, RASVAA 1,5 %, D-VIT 1 UG, PROBIOOTTEJA
33680	(ARC)PAAHTOLEIPÄ, PAAHTO JUUSTO, FAZER, VEHNÄJAUHO, VEHNÄKUITU
33681	(ARC)PIIMÄ, AKTIIVIPIIMÄ, RASVAA 0,4 %, VL, D-VIT 1 UG, PROBIOOTTEJA
33682	PIIMÄ, KEVYTPIIMÄ, 2 % RASVAA, VL, D-VIT 1 UG
33683	PIIMÄ, KEVYTPIIMÄ, 2 % RASVAA
33685	PIIMÄ, ASIDOFILUS-BIFIDUS, RASVAA 1,5 %, VL, PROBIOOTTEJA
33689	(ARC)JOGURTTI, JUOTAVA, GEFILUS KIDIUS, 1,7%, D-VIT 1,5UG, PROB., 05/12 ALKAEN
33690	JOGURTTI, MAUSTETTU, JUGUPALA, RASVAA 2,6 %, VL, -30% SOKERIA
33692	(ARC)JOGURTTI, MAUSTETTU, JUOTAVA, VITALINEA PROTEIN, RASVATON
33694	PAAHTOLEIPÄ, PAAHTO VIISI VILJAA, FAZER
33695	JOGURTTI, MAUSTETTU, AB, RASVAA 2,7 %, VL, PROBIOOTTEJA
33696	JOGURTTI, AB-KERROSLUONNONJOGURTTI, RASVAA 3,3 %, PROBIOOTTEJA
33697	JOGURTTI, MAUSTAMATON, AB, RASVAA 2,5 %, PROBIOOTTEJA
33698	JOGURTTI, MAUSTAMATON, AB, RASVATON, PROBIOOTTEJA
33699	SEKALEIPÄ, RUISVEHNÄSÄMPYLÄ, FAZER
33700	JOGURTTI, MAUSTETTU, AB, RASVATON, PROBIOOTTEJA
33703	JOGURTTI, JUOTAVA, JOGURTTIJUOMA, RASVAA 0,9%, PROBIOOTTEJA
33704	PAAHTOLEIPÄ, JUUSTOPAAHTO, LINKOSUO
33708	SEKALEIPÄ, MUHEVA, LEIVON LEIPOMO, PERHELEIPURIT
33710	(ARC)VÄLIPALAJUOMA, TEHOJUOMA,GEFILUS,RASVATON, LAKTOOSIT, D-VIT, PROB, ALK05/12
33711	KARJALANPIIRAKKA, VUOKSEN RIISIPIIRAKKA, FAZER
33714	JOGURTTI, MAUSTETTU, A+, RASVAA 3,2 %, LAKTOOSITON, D-VIT 1 UG
33715	MURO, VEHNÄHIUTALE, KELLOGG'S ALL-BRAN APPLE & FIG, VITAMINOITU
33718	MURO, RIISI-VEHNÄHIUTALE, KELLOGG'S ALL-BRAN CRUNCHY BITES
33720	MURO, VEHNÄRENGASMURO, HONEY MONSTER SUGAR PUFFS, RAISIO, VITAMINOITU
33721	MURO, VEHNÄRENGASMURO, HONEY MONSTER CHOCO PUFFS, RAISIO, VITAMINOITU
33723	MURO, KAAKAONMAKUINEN MONIVILJAMURO, KELLOGG'S COCO POPS ROCKS
33724	MURO, KAAKAONMAKUINEN VEHNÄMURO, KELLOGG'S COCO POPS CRUNCHERS
33725	JOGURTTI, MAUSTETTU, REDUCOL, RASVAA 2 %, VL, KASVISTEROLI JA -STANOLI, PROB.
33726	KASVIRASVALEVITE 70 %, TEOLLINEN TUOTEKESKIARVO
33727	JOGURTTI, MAUSTAMATON, REDUCOL, RASVAA 2,5%, VL, KASVISTEROLI JA -STANOLI, PROB.
33728	VIILI, MAUSTAMATON, RASVAA 1,5 %, LAKTOOSITON
33729	(ARC)PIIMÄ, AKTIIVIPIIMÄ VANILJA, RASVAA 0,4 %, VL, D-VIT 0,9 UG, PROBIOOTTEJA
33730	(ARC) MYSLI, ELOVENA PLUS HEDELMÄMYSLI
33732	MYSLI, ELOVENA PLUS MARJAMYSLI
33733	MYSLI, KELLOGG'S EXTRA CLASSIC
33735	MYSLI, KELLOGG'S EXTRA FRUIT
33736	MYSLI, KELLOGG'S EXTRA CHOCOLATE
33739	MAITO, TÄYSMAITO, RASVAA 4,4 %, EI LISÄTTY D-VITAMIINIA, HOMOGENOIMATON
33740	NAKKI, KEVYT, PAISTETTU ILMAN RASVAA
33756	SEKALEIPÄ, KAURALEIPÄ, 100 % KAURA, VAASAN
33757	TÄYSMEHU, APPELSIINITÄYSMEHU, C-VITAMIINIA 60 MG
33758	KOKOLIHALEIKKELE, KINKKULEIKKELE, VÄHÄRASVAINEN, RASVAA 2 %
33759	(ARC)HEDELMÄJUOMA, MAITO-MEHUJUOMA, RASVATON, GEFILUS, VITAMINOITU, PROBIOOTTEJA
33760	JOGURTTI, MAUSTETTU, A+ VILJA, RASVAA 2 %, LAKTOOSITON, D-VIT 1 UG
33766	VESI, KEITETTY
33783	SEKALEIPÄ, KAURATYYNYT, HALKAISTU, VAASAN
33790	MAITO, KEVYTMAITO, LAKTOOSITON MAITOJUOMA, VALIO EILA, D-VITAMIINIA 2 UG
33791	MAITO, RASVATON, LAKTOOSITON MAITOJUOMA, VALIO EILA, D-VITAMIINIA 2 UG
33792	MAITO, TÄYSMAITO, RASVAA 3 %, LAKTOOSITON MAITOJUOMA, EILA, D-VITAMIINIA 2 UG
33804	PERUNALAATIKKO, SAVUPOROLAATIKKO, SAARIOINEN, VALMISATERIA
33813	KANAKEITTO, RAINBOW, VALMISATERIA
33845	MEETVURSTI TAI SALAMI, KEVYT RASVAA, 22 %
33846	PASTEIJA, JUUSTOPUUSTI, VAASAN KOTIUUNIN
33847	VIINERI, MANSIKKAVIINERI, VANILJAKREEMI, VAASAN KOTIUUNIN
33848	PULLA, TÄYTEPITKO, MARJA- JA KREEMITÄYTE, RAINBOW
33849	KIISSELI, MEHUKEITTO, C-VITAMIINIA 30 MG, TEOLLINEN
33850	KIISSELI, MEHUKEITTO, C-VITAMIINIA 20 MG, TEOLLINEN
33851	KIISSELI, MEHUKEITTO, C-VITAMIINIA 40 MG, TEOLLINEN
33852	PIIMÄ, RASVATON, VALIO EILA LAKTOOSITON, D-VIT 2 UG
33853	ATERIASALAATTI, BROILERSALAATTIATERIA, SAARIOINEN
33855	MARJAPIIRAKKA, MUSTIKKAPIIRAS, FAZER
33856	KERMAKASTIKE, LIHALIEMI, KERMA, VEHNÄJAUHO
33862	SALAATTI, COLESLAW-SALAATTI, TEOLLINEN
33863	KÄÄRETORTTU, UNELMATORTTU, RAINBOW
33866	PULLA, TIIKERIKRANSSI, VAASAN ISOÄIDIN
33867	PULLA, TÄYTEPITKO, PORMESTARINPITKO, VADELMA-OMENATÄYE, VAASAN
33872	ÄIDINMAITO, RINTAMAITO
33882	MARGARIINI 80 %, FLORA KULTA
33883	SALAATTI, TZATSIKISALAATTI, ATRIA
33884	MEHU, GEFILUS ANANAS-PORKKANA + KALSIUM, C- JA D-VIT, PROB, 09/12 ALKAEN
33885	RAHKA, MAUSTETTU, PROFEEL PROTEIINIRAHKA, LAKTOOSITON
33886	KEKSI, TÄYTEKEKSI, KAURATÄYTEKEKSI
33888	KEKSI, TÄYTEKEKSI VAALEA, BALLERINA
33889	SUKLAA, PÄHKINÄSUKLAA, MAITOSUKLAATA JA HASSELPÄHKINÄÄ
33890	KASVISPIHVI/PYÖRYKKÄ, APETIT PORKKANANAPPI
33891	JUUSTO, HALLOUMIJUUSTO, PAISTETTU
33893	TOFUPIHVI, LEIVITETTY TOFU, SISÄLTÄÄ SEESAMINSIEMENIÄ, PAISTETTU ÖLJYSSÄ
33896	HEDELMÄSOSE, 100 % HEDELMÄÄ, MAKEUTTAMATON
33897	MARJASOSE, 100 % MARJOJA, MAKEUTTAMATON
33899	MAIZENA PIKASUURUSTE
33900	KAURAJUOMA, OATLY SUKLAA, LISÄTTY KALSIUMIA JA VITAMIINEJA, ALKAEN 09/12
33901	KAURAJUOMA, OATLY, LISÄTTY KALSIUMIA JA VITAMIINEJA, ALKAEN 09/12
33903	(ARC)JOGURTTI, MAUSTETTU, GEFILUS KIDIUS, RASVAA 2,5%,VL,D-VIT 1,5UG, ALK. 09/12
33905	KIISSELI, MEHUKEITTO, GEFILUS MUSTIKKA-VADELMA, C- JA D-VIT, PROB, ALKAEN 09/12
33907	MEHU, HERAJUOMA, GEFILUS, VL, VITAMIINEJA, PROBIOOTTEJA, 09/12 ALKAEN
33908	MEHU, GEFILUS APPELSIINI-PERSIKKA + KUITU, C- JA D-VITAMIINEJA, PROB, ALK 09/12
33909	MEHU, GEFILUS, C- JA D-VITAMIINEJA, PROBIOOTTEJA
33910	JOGURTTI, JUOTAVA, ACTIMEL, RASVAA 1,5 %, D-VIT 0,75 UG, PROB
33911	JOGURTTI, JUOTAVA, ACTIMEL, RASVATON, KEINOT.MAK, D-VIT 0,75 UG, PROB
33912	(ARC)JOGURTTI, JUOTAVA, ACTIMEL POWERFRUIT, RASVAA 1,5%, C JA D-VIT,PROB,ALK9/12
33914	PIRTELÖ, HESBURGER VANILJAPIRTELÖ
33915	PIRTELÖ, VANILJAPIRTELÖ, MCDONALD'S
33924	KERMA, VALIO VAAHTOUTUVA MANSIKKA-/SUKLAAKERMA, LAKTOOSITON
33925	QUORN, FILEET, KUUTIOT, ROUHE
33927	KOKOLIHALEIKKELE, KALKKUNALEIKKELE
33928	OMENASOSE, SOKEROITU
33933	KIISSELI, MEHUKEITTO, PROVIVA, C-VITAMIINIA 35 MG, PROBIOOTTEJA
34079	NALLE KUITUPUUROSEOS, HIUTALE
34080	NALLE KUITUPUURO, VESI, SUOLAA
34110	MAIZENA SUURUSTE RUSKEA/VAALEA
34127	MAITO, KEVYTMAITO, VALIO PLUS, D-VITAMIINIA 2 UG
34136	MERILEVÄ, NORI, KUIVATTU
34137	MERILEVÄ, WAKAME, KUIVATTU
34140	KOOKOSÖLJY
34159	RUKOLA, RUCOLA, SINAPPIKAALI
34180	BROILERI, KOIPI NAHKOINEEN, RAAKA
34183	NAUDANLIHA E-LAJITELMA, NAUDAN KASTIKELIHA, RAAKA
34184	RYPSIPORSAS, LIHASUIKALE
34185	VILJAPORSAS, LIHASUIKALE
34187	NAUDANFILEE, SISÄFILEE
34188	PORSAANFILEE, ULKOFILEE
34189	SIANLIHA, 0-LAJITELMA, SIAN KASTIKELIHA, RAAKA
34190	KASSLERPIHVI/-PAISTI, RAAKA
34201	NAUDANLIHA, VÄHÄRASVAINEN, KESKIARVO
34208	BROILERI, KOIPI, NAHKOINEEN, GRILLATTU
34209	BROILERI, KOIPI, NAHKOINEEN, UUNISSA
34210	PORSAANFILEE, ULKOFILEE, UUNISSA
34211	PORSAANFILEE, SISÄFILEE, PAISTETTU
34212	PORSAANFILEE, ULKOFILEE, PAISTETTU
34213	NAUDANLIHA, VÄHÄRASVAINEN, SUOLATON, KEITETTY
34214	NAUDANFILEE, SISÄFILEE, UUNISSA
34215	NAUDANFILEE, SISÄFILEE, PAISTETTU
34216	NAUDANFILEE, SISÄFILEE, GRILLATTU
34219	NAUDANLIHA E-LAJITELMA, NAUDAN KASTIKELIHA, KEITETTY, SUOLATON
34220	RYPSIPORSAS, SUIKALE, PAISTETTU ÖLJYSSÄ
34221	VILJAPORSAS, SUIKALE, PAISTETTU ÖLJYSSÄ
34223	SIANLIHA, 0-LAJITELMA, SIAN KASTIKELIHA, KEITETTY, SUOLATON
34225	KASSLERPIHVI, PAISTETTU
34226	KASSLERPIHVI, GRILLATTU
34228	PINAATTI, PAKASTE
34229	HERNE, VIHREÄ, PAKASTE
